-1.92e-05	-1.92e-05	-8.4506e-17
-1.824e-05	-1.92e-05	9.19265e-18
-1.728e-05	-1.92e-05	-1.12562e-16
-1.632e-05	-1.92e-05	-6.77714e-17
-1.536e-05	-1.92e-05	5.1161e-17
-1.44e-05	-1.92e-05	-3.24621e-17
-1.344e-05	-1.92e-05	-6.56501e-17
-1.248e-05	-1.92e-05	5.37877e-18
-1.152e-05	-1.92e-05	2.02374e-17
-1.056e-05	-1.92e-05	-2.70821e-17
-9.6e-06	-1.92e-05	1.89767e-17
-8.64e-06	-1.92e-05	4.07968e-17
-7.68e-06	-1.92e-05	-2.58741e-17
-6.72e-06	-1.92e-05	2.18547e-18
-5.76e-06	-1.92e-05	9.84122e-18
-4.8e-06	-1.92e-05	-1.38964e-17
-3.84e-06	-1.92e-05	6.46363e-18
-2.88e-06	-1.92e-05	-2.55166e-17
-1.92e-06	-1.92e-05	9.02819e-18
-9.6e-07	-1.92e-05	-3.52571e-18
0	-1.92e-05	2.457e-18
9.6e-07	-1.92e-05	6.78618e-18
1.92e-06	-1.92e-05	2.20541e-18
2.88e-06	-1.92e-05	1.23071e-17
3.84e-06	-1.92e-05	4.54213e-18
4.8e-06	-1.92e-05	5.52783e-17
5.76e-06	-1.92e-05	-4.78589e-17
6.72e-06	-1.92e-05	-5.56386e-18
7.68e-06	-1.92e-05	-4.02219e-17
8.64e-06	-1.92e-05	1.69859e-17
9.6e-06	-1.92e-05	-5.17854e-17
1.056e-05	-1.92e-05	2.73384e-17
1.152e-05	-1.92e-05	-3.00111e-18
1.248e-05	-1.92e-05	-1.82071e-17
1.344e-05	-1.92e-05	3.43368e-17
1.44e-05	-1.92e-05	-8.28977e-17
1.536e-05	-1.92e-05	-7.14428e-17
1.632e-05	-1.92e-05	-8.12578e-17
1.728e-05	-1.92e-05	-9.00002e-17
1.824e-05	-1.92e-05	1.55779e-17
-1.92e-05	-1.824e-05	-1.29167e-16
-1.824e-05	-1.824e-05	-1.89449e-16
-1.728e-05	-1.824e-05	-1.26671e-16
-1.632e-05	-1.824e-05	1.49385e-16
-1.536e-05	-1.824e-05	-2.35258e-16
-1.44e-05	-1.824e-05	8.15513e-17
-1.344e-05	-1.824e-05	2.37714e-16
-1.248e-05	-1.824e-05	-1.46716e-16
-1.152e-05	-1.824e-05	6.74481e-18
