-0.006	-0.006	3.54266e-16
-0.006	-0.0057	-1.28395e-15
-0.006	-0.0054	8.23923e-16
-0.006	-0.0051	3.89578e-16
-0.006	-0.0048	5.26439e-16
-0.006	-0.0045	1.6361e-15
-0.006	-0.0042	8.52172e-16
-0.006	-0.0039	-1.22655e-16
-0.006	-0.0036	3.02836e-16
-0.006	-0.0033	-7.67099e-17
-0.006	-0.003	-3.46722e-16
-0.006	-0.0027	-3.38281e-16
-0.006	-0.0024	2.27596e-17
-0.006	-0.0021	2.38388e-16
-0.006	-0.0018	-2.27935e-16
-0.006	-0.0015	-8.86597e-17
-0.006	-0.0012	-2.20417e-17
-0.006	-0.0009	1.53096e-16
-0.006	-0.0006	4.90854e-17
-0.006	-0.0003	-7.47684e-17
-0.006	0	9.68651e-17
-0.006	0.0003	6.66255e-17
-0.006	0.0006	-5.63206e-17
-0.006	0.0009	3.56462e-17
-0.006	0.0012	4.13976e-17
-0.006	0.0015	2.21244e-18
-0.006	0.0018	-3.83739e-17
-0.006	0.0021	1.39221e-17
-0.006	0.0024	2.10481e-17
-0.006	0.0027	-1.17372e-17
-0.006	0.003	3.43101e-17
-0.006	0.0033	9.16363e-18
-0.006	0.0036	-1.83005e-17
-0.006	0.0039	-6.20936e-17
-0.006	0.0042	7.04859e-16
-0.006	0.0045	7.37777e-17
-0.006	0.0048	-2.86615e-16
-0.006	0.0051	-2.20739e-15
-0.006	0.0054	1.62707e-16
-0.006	0.0057	7.39596e-16
-0.0057	-0.006	-1.11783e-15
-0.0057	-0.0057	-1.46015e-15
-0.0057	-0.0054	4.45357e-16
-0.0057	-0.0051	-7.74672e-16
-0.0057	-0.0048	-1.86496e-16
-0.0057	-0.0045	-4.03117e-15
-0.0057	-0.0042	2.687e-16
-0.0057	-0.0039	-2.81612e-16
-0.0057	-0.0036	-1.70099e-16
-0.0057	-0.0033	1.18181e-15
-0.0057	-0.003	-3.56516e-17
-0.0057	-0.0027	4.02124e-15
-0.0057	-0.0024	-8.15099e-18
-0.0057	-0.0021	-7.67436e-16
-0.0057	-0.0018	-6.70093e-17
-0.0057	-0.0015	-1.07409e-15
-0.0057	-0.0012	-6.56773e-17
-0.0057	-0.0009	2.48496e-17
-0.0057	-0.0006	6.20554e-17
-0.0057	-0.0003	-3.15744e-15
-0.0057	0	1.23187e-17
-0.0057	0.0003	2.77091e-15
-0.0057	0.0006	-2.04574e-17
-0.0057	0.0009	-8.52274e-16
-0.0057	0.0012	5.38915e-17
-0.0057	0.0015	-9.98182e-16
-0.0057	0.0018	8.76602e-17
-0.0057	0.0021	5.96273e-16
-0.0057	0.0024	-5.27629e-17
-0.0057	0.0027	-2.7945e-15
-0.0057	0.003	-3.56452e-17
-0.0057	0.0033	-2.4361e-15
-0.0057	0.0036	2.38694e-17
-0.0057	0.0039	2.93039e-16
-0.0057	0.0042	-3.75815e-17
-0.0057	0.0045	3.51978e-15
-0.0057	0.0048	3.31333e-16
-0.0057	0.0051	8.44077e-15
-0.0057	0.0054	8.99442e-17
-0.0057	0.0057	-1.82237e-15
-0.0054	-0.006	3.98673e-18
-0.0054	-0.0057	1.82504e-15
-0.0054	-0.0054	1.15048e-16
-0.0054	-0.0051	-5.52274e-15
-0.0054	-0.0048	7.83099e-16
-0.0054	-0.0045	-3.64767e-15
-0.0054	-0.0042	-3.11676e-16
-0.0054	-0.0039	5.33859e-18
-0.0054	-0.0036	2.21699e-16
-0.0054	-0.0033	-1.43811e-16
-0.0054	-0.003	-3.63108e-16
-0.0054	-0.0027	-9.10107e-17
-0.0054	-0.0024	-1.07442e-16
-0.0054	-0.0021	-2.41583e-17
-0.0054	-0.0018	-1.5592e-16
-0.0054	-0.0015	-4.22367e-17
-0.0054	-0.0012	4.33334e-17
-0.0054	-0.0009	7.86728e-18
-0.0054	-0.0006	-6.8239e-17
-0.0054	-0.0003	5.65729e-17
-0.0054	0	-2.2459e-17
-0.0054	0.0003	3.22084e-17
-0.0054	0.0006	7.41809e-17
-0.0054	0.0009	6.81081e-17
-0.0054	0.0012	-5.47703e-17
-0.0054	0.0015	1.05973e-16
-0.0054	0.0018	-8.01346e-17
